Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles Leclerc LEC,Ferrari,1:19.772,,23
2,1,Max Verstappen VER,Red Bull Racing RBPT,1:19.844,+0.072s,12
3,63,George Russell RUS,Mercedes,1:19.920,+0.148s,16
4,44,Lewis Hamilton HAM,Mercedes,1:20.002,+0.230s,18
5,55,Carlos Sainz SAI,Ferrari,1:20.129,+0.357s,23
6,11,Sergio Perez PER,Red Bull Racing RBPT,1:20.260,+0.488s,19
7,4,Lando Norris NOR,McLaren Mercedes,1:20.403,+0.631s,18
8,20,Kevin Magnussen MAG,Haas Ferrari,1:20.646,+0.874s,21
9,77,Valtteri Bottas BOT,Alfa Romeo Ferrari,1:20.781,+1.009s,24
10,31,Esteban Ocon OCO,Alpine Renault,1:20.882,+1.110s,18
11,3,Daniel Ricciardo RIC,McLaren Mercedes,1:20.910,+1.138s,17
12,5,Sebastian Vettel VET,Aston Martin Aramco Mercedes,1:20.944,+1.172s,24
13,14,Fernando Alonso ALO,Alpine Renault,1:20.981,+1.209s,17
14,24,Zhou Guanyu ZHO,Alfa Romeo Ferrari,1:21.201,+1.429s,19
15,22,Yuki Tsunoda TSU,AlphaTauri RBPT,1:21.449,+1.677s,22
16,18,Lance Stroll STR,Aston Martin Aramco Mercedes,1:21.520,+1.748s,23
17,23,Alexander Albon ALB,Williams Mercedes,1:21.572,+1.800s,18
18,6,Nicholas Latifi LAT,Williams Mercedes,1:22.419,+2.647s,18
19,47,Mick Schumacher MSC,Haas Ferrari,1:25.467,+5.695s,4
20,10,Pierre Gasly GAS,AlphaTauri RBPT,,,1
