Pos,No,Driver,Car,Time,Gap,Laps
1,63,George Russell RUS,Mercedes,1:41.935,,23
2,44,Lewis Hamilton HAM,Mercedes,1:42.170,+0.235s,22
3,1,Max Verstappen VER,Red Bull Racing RBPT,1:42.786,+0.851s,24
4,11,Sergio Perez PER,Red Bull Racing RBPT,1:42.834,+0.899s,26
5,20,Kevin Magnussen MAG,Haas Ferrari,1:43.187,+1.252s,17
6,55,Carlos Sainz SAI,Ferrari,1:43.204,+1.269s,23
7,14,Fernando Alonso ALO,Alpine Renault,1:43.533,+1.598s,14
8,77,Valtteri Bottas BOT,Alfa Romeo Ferrari,1:43.733,+1.798s,20
9,31,Esteban Ocon OCO,Alpine Renault,1:43.884,+1.949s,13
10,24,Zhou Guanyu ZHO,Alfa Romeo Ferrari,1:44.525,+2.590s,17
11,16,Charles Leclerc LEC,Ferrari,1:44.709,+2.774s,10
12,6,Nicholas Latifi LAT,Williams Mercedes,1:44.962,+3.027s,16
13,23,Alexander Albon ALB,Williams Mercedes,1:45.039,+3.104s,15
14,22,Yuki Tsunoda TSU,AlphaTauri RBPT,1:45.257,+3.322s,27
15,5,Sebastian Vettel VET,Aston Martin Aramco Mercedes,1:45.261,+3.326s,24
16,4,Lando Norris NOR,McLaren Mercedes,1:45.885,+3.950s,11
17,3,Daniel Ricciardo RIC,McLaren Mercedes,1:46.030,+4.095s,9
18,18,Lance Stroll STR,Aston Martin Aramco Mercedes,1:46.776,+4.841s,21
19,10,Pierre Gasly GAS,AlphaTauri RBPT,1:47.109,+5.174s,13
