Pos,No,Driver,Car,Time,Gap,Laps
1,63,George Russell RUS,Mercedes,1:12.455,,29
2,44,Lewis Hamilton HAM,Mercedes,1:12.695,+0.240s,28
3,55,Carlos Sainz SAI,Ferrari,1:12.845,+0.390s,30
4,4,Lando Norris NOR,McLaren Mercedes,1:12.929,+0.474s,32
5,3,Daniel Ricciardo RIC,McLaren Mercedes,1:13.077,+0.622s,31
6,16,Charles Leclerc LEC,Ferrari,1:13.127,+0.672s,30
7,11,Sergio Perez PER,Red Bull Racing RBPT,1:13.416,+0.961s,30
8,14,Fernando Alonso ALO,Alpine Renault,1:13.633,+1.178s,31
9,31,Esteban Ocon OCO,Alpine Renault,1:13.963,+1.508s,33
10,23,Alexander Albon ALB,Williams Mercedes,1:14.063,+1.608s,29
11,47,Mick Schumacher MSC,Haas Ferrari,1:14.163,+1.708s,29
12,18,Lance Stroll STR,Aston Martin Aramco Mercedes,1:14.257,+1.802s,30
13,20,Kevin Magnussen MAG,Haas Ferrari,1:14.405,+1.950s,31
14,10,Pierre Gasly GAS,AlphaTauri RBPT,1:14.474,+2.019s,28
15,5,Sebastian Vettel VET,Aston Martin Aramco Mercedes,1:14.500,+2.045s,28
16,24,Zhou Guanyu ZHO,Alfa Romeo Ferrari,1:14.534,+2.079s,18
17,22,Yuki Tsunoda TSU,AlphaTauri RBPT,1:14.630,+2.175s,31
18,77,Valtteri Bottas BOT,Alfa Romeo Ferrari,1:14.695,+2.240s,22
19,1,Max Verstappen VER,Red Bull Racing RBPT,1:14.714,+2.259s,7
20,6,Nicholas Latifi LAT,Williams Mercedes,1:15.122,+2.667s,33
