Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles Leclerc LEC,Ferrari,1:31.098,,26
2,63,George Russell RUS,Mercedes,1:31.169,+0.071s,23
3,1,Max Verstappen VER,Red Bull Racing RBPT,1:31.277,+0.179s,14
4,11,Sergio Perez PER,Red Bull Racing RBPT,1:31.301,+0.203s,22
5,10,Pierre Gasly GAS,AlphaTauri RBPT,1:31.498,+0.400s,27
6,55,Carlos Sainz SAI,Ferrari,1:31.528,+0.430s,25
7,23,Alexander Albon ALB,Williams Mercedes,1:31.854,+0.756s,20
8,44,Lewis Hamilton HAM,Mercedes,1:31.956,+0.858s,23
9,20,Kevin Magnussen MAG,Haas Ferrari,1:32.559,+1.461s,20
10,3,Daniel Ricciardo RIC,McLaren Mercedes,1:32.592,+1.494s,21
11,4,Lando Norris NOR,McLaren Mercedes,1:32.615,+1.517s,26
12,14,Fernando Alonso ALO,Alpine Renault,1:32.884,+1.786s,31
13,24,Zhou Guanyu ZHO,Alfa Romeo Ferrari,1:33.020,+1.922s,23
14,5,Sebastian Vettel VET,Aston Martin Aramco Mercedes,1:33.024,+1.926s,24
15,31,Esteban Ocon OCO,Alpine Renault,1:33.417,+2.319s,27
16,18,Lance Stroll STR,Aston Martin Aramco Mercedes,1:33.576,+2.478s,23
17,77,Valtteri Bottas BOT,Alfa Romeo Ferrari,1:33.773,+2.675s,13
18,22,Yuki Tsunoda TSU,AlphaTauri RBPT,1:34.043,+2.945s,27
19,47,Mick Schumacher MSC,Haas Ferrari,1:34.945,+3.847s,20
20,6,Nicholas Latifi LAT,Williams Mercedes,1:35.637,+4.539s,27
