Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis Hamilton HAM,Mercedes,1:43.033,,20
2,1,Max Verstappen VER,Red Bull Racing RBPT,1:43.117,+0.084s,20
3,16,Charles Leclerc LEC,Ferrari,1:43.435,+0.402s,17
4,11,Sergio Perez PER,Red Bull Racing RBPT,1:43.839,+0.806s,15
5,63,George Russell RUS,Mercedes,1:44.066,+1.033s,21
6,55,Carlos Sainz SAI,Ferrari,1:44.138,+1.105s,24
7,31,Esteban Ocon OCO,Alpine Renault,1:44.736,+1.703s,24
8,18,Lance Stroll STR,Aston Martin Aramco Mercedes,1:45.221,+2.188s,12
9,10,Pierre Gasly GAS,AlphaTauri RBPT,1:45.258,+2.225s,24
10,14,Fernando Alonso ALO,Alpine Renault,1:45.336,+2.303s,11
11,5,Sebastian Vettel VET,Aston Martin Aramco Mercedes,1:45.354,+2.321s,22
12,3,Daniel Ricciardo RIC,McLaren Mercedes,1:45.724,+2.691s,21
13,77,Valtteri Bottas BOT,Alfa Romeo Ferrari,1:45.725,+2.692s,24
14,20,Kevin Magnussen MAG,Haas Ferrari,1:46.028,+2.995s,22
15,22,Yuki Tsunoda TSU,AlphaTauri RBPT,1:46.081,+3.048s,26
16,23,Alexander Albon ALB,Williams Mercedes,1:46.119,+3.086s,20
17,24,Zhou Guanyu ZHO,Alfa Romeo Ferrari,1:46.408,+3.375s,25
18,47,Mick Schumacher MSC,Haas Ferrari,1:46.601,+3.568s,23
19,4,Lando Norris NOR,McLaren Mercedes,1:46.680,+3.647s,22
20,6,Nicholas Latifi LAT,Williams Mercedes,1:47.092,+4.059s,18
